#0
fun, crew, great, lot, place, people, get, go, fuck, little, friendly, pretty, want, amazing, thing, couple, wait, surface, work, day, way, hour, try, know, need, right, busy, especially, ask, good, come, service, have, night, sit, like, food, fluffiness, review, parties, stop, high, free, carelessness, location, add, meal, new, customer, buy, area, tuesday, guy, road, money, saturday, flour, maybe, door, save, chicken, vegas, screw, live, star, beef, lucky, tequila, group, wish, flat, important, major, extra, fajitas, limo, chip, atmosphere, help, yesterday, half, today, friday, ride, taco, street, stand, correct, entrance, easy, husband, phone, lazy, nachos, bachelor, birthday, tire, hire, best, strip
art, sugar, display, artist, recognize, work, visit, amazing, need, great, bush, place, customer, try, little, old, good, like, perfect, service, school, beautiful, man, house, seating, unique, local, call, coffee, pick, counter, daughter, wife, atmosphere, birthday, food, party, bar, reservation, rental, latte, thing, previous, hour, limit, eat, yummy, pie, review, taco, delish, key, read, patio, fillet, lime, concern, chelsea, happy, portobello, till, pickier, artiste, coif, aand, arounds, shet, nicolette, teardown, advisability, mumus, dissappered, griffen, optimize, belay, staffers, laing, kalologie, carle, ramma, brandie, spammed, taisting, unpredictability, spadoni, magnifier, gua, basalmic, mazatlan, asymmetry, rotund, hamdulila, chubs, vd, picka, interrior, killapilz, dippa, kingman, empowerment

#662
home, work, install, day, know, heater, come, installation, responsible, tell, couple, intention, want, look, behold, call, hour, modify, start, go, get, take, drywall, time, pursue, say, different, service, additional, pay, let, job, way, ask, bad, new, leaking, pruitt, little, good, instal, review, free, away, replace, water, sell, figure, have, old, able, wait, cost, happen, charge, house, fix, bring, company, begin, extra, month, warranty, pretty, entire, minute, money, nice, morning, argue, night, update, great, tuesday, remove, pick, low, place, try, people, friendly, vent, send, direct, husband, show, seat, wrong, sign, stucco, stick, fault, labor, treat, guess, totally, order, size, avoid, star

#663
seasoning, entertaining, charming, scar, chelsea, little, worth, definitely, good, think, pretty, biking, nice, great, amazing, roadkill, enjoy, visit, get, place, food, away, friendly, sauce, dinner, add, recommend, service, quality, server, taste, restaurant, fry, return, go, sweet, personality, give, area, trip, companion, free, seat, atmosphere, burger, highlight, drink, traditional, ok, love, easy, diet, coke, available, tartar, helpful, friend, impressed, table, meal, wow, tom, order, texas, overload, offer, chicken, read, treat, house, guide, tuesday, in, couple, soda, howie, review, eat, diego, excessive, terrific, dining, change, potato, catfish, menu, bowl, redone, manager, redo, walk, jared, delicious, bar, roadhouse, apologize, okay, refund, lunch, contact

#664
addition, na, gon, fully, diamond, journey, think, want, consultant, look, robbins, jeweler, good, end, see, year, brutally, stop, friend, thing, hostage, sure, go, huge, nice, review, say, open, experience, place, great, hour, love, try, work, service, check, favorite, come, take, plus, stay, little, star, eat, area, food, definitely, wait, meal, happy, seat, friendly, turn, awesome, help, potato, purchase, ask, order, store, lead, phoenix, care, hold, set, jewelry, minute, sausage, fine, wo, ring, joe, negative, brothers, value, employee, atmosphere, unbelievably, pancake, top, outside, server, cake, piece, egg, wedding, date, custom, peter, honest, chicago, slow, worth, meatloaf, prior, select, keep, music, satisfaction

#665
asymmetry, bouqin, nevarez, markes, wintertime, ramma, pickier, artiste, coif, arounds, shet, teardown, taramisu, cescon, aand, definalty, fatouche, setiing, whaaaaa, pocketsizedelle, teaspresso, pannini, réchauffer, aquired, gris, outkast, definataly, hairbrush, bosser, ciboulette, gâche, prêtes, moyennant, chouchouté, fabby, réussie, phô, caresser, bef, toyama, payton, tgifriday, rasputin, rollatini, orrechiette, kamikazi, kilauea, blazer, depthness, loveeeeeee, clubber, aquatinis, danmar, swgas, rly, merengue, jouce, jageer, gratifying, squelch, konves, auhgraten, medwell, overrall, knw, stork, munster, armless, caption, flirting, karly, brandie, cuttwood, colposcopy, haydee, chalant, kalologie, optimize, staffers, laing, mumus, dissappered, soufflet, interrior, correlation, herbally, redkins, corodisone, trival, schrewd, narai, eq, clobber, totter, bouse, tonopah, quartzsite, ayyam, bates, macmedia

#666
plain, blvd, reduce, di, dunkin, lemongrass, dunno, buca, good, kings, amazing, restaurant, service, work, start, order, love, beppo, place, bad, experience, busy, say, go, food, people, leave, look, maybe, ask, location, sauce, flavor, oh, try, town, cheese, money, tasty, quality, wait, dish, great, hard, home, use, pretty, choice, exactly, drive, person, free, recommend, hate, veggie, street, awhile, late, mean, line, south, fat, excellent, bring, prefer, wrong, press, cream, delicious, option, write, variety, luck, rest, saturday, pasta, freshness, trip, safe, outside, apparently, bee, weekend, vegetable, ahead, set, course, authentic, bagel, meh, heart, response, curry, relationship, apple, average, donut, okay, worker, basically

#667
town, good, marinate, favorite, tamale, swiss, indulge, benny, place, try, food, can, delicious, cristo, service, restaurant, big, like, thing, pretty, great, know, make, come, bit, feel, fresh, serve, menu, perfect, order, meat, away, corn, light, pork, sit, fried, little, use, smother, tasty, spicy, tomato, mean, batter, flavorful, option, deep, mexican, veggie, better, french, avocado, breakfast, house, grill, fantastic, chunk, work, spinach, new, chili, heaven, healthy, dip, cuisine, chile, red, toast, monte, dish, poached, salsa, homemade, tender, spice, follow, egg, typically, hollandaise, roll, margarita, star, counter, tell, say, live, la, turkey, stuffed, ham, fruit, slow, absolutely, rating, cream, crap, syrup, fail

#668
supply, scott, mozz, papago, showcase, hoppy, walk, foccacia, haggling, good, home, day, overall, great, get, mean, like, time, tell, price, place, bring, come, able, order, food, later, friendly, bread, today, door, instead, pick, take, sandwich, stick, server, valley, tomato, lunch, coupon, basically, fill, enjoy, basil, facebook, type, seating, super, miss, awesome, wait, welcome, easily, say, oil, selection, buck, pizza, despite, go, car, breakfast, beer, change, paperwork, second, diner, try, coat, surprisingly, plus, professional, tax, favorite, mail, shop, follow, worth, vibe, long, opening, manager, rest, step, break, pancake, discount, sushi, unbeknowst, hopaggedon, accord, greatly, satisfied, fluid, selling, dining, cozy, dish, drink

#669
chic, glendale, decade, kong, hong, skull, uniqueness, independence, day, lot, style, dinner, place, good, like, hope, street, family, great, get, cool, restaurant, look, definitely, right, food, little, entrance, level, star, list, friendly, pricey, people, remind, az, visit, shop, drink, wish, corner, time, go, kind, chow, real, market, be, want, try, ave, cheap, week, local, boutique, open, item, bar, flavor, cute, come, table, location, fry, new, der, vegas, young, sweet, extra, meat, way, enjoy, club, variety, find, feel, option, und, die, menu, snowflake, clothes, service, bonus, potato, pull, gothy, guarantee, burger, disposable, op, twds, value, punky, order, wise, greasy, pork, trend

#670
mini, build, shoot, woo, work, vow, right, look, open, year, know, day, lot, actually, think, let, come, pretty, away, time, great, want, hour, give, little, home, people, like, place, leave, say, bring, town, good, family, car, experience, mechanic, check, money, return, honest, late, light, drive, fair, reason, pay, ask, offer, door, totally, arcade, remember, need, cone, order, auto, minute, repair, california, entire, spend, willing, spot, kid, fall, charge, challenge, expert, ride, honesty, guess, change, love, live, brake, personal, buffet, fairly, trouble, attention, woman, sensor, labor, man, matter, address, favorite, country, morning, fix, keith, vegas, wait, surprise, engine, value, trust, pool

#671
buzz, pit, lively, desirable, wad, intimidating, federal, orzo, visit, place, lot, stop, look, overall, work, like, experience, long, try, bit, great, think, night, day, let, quick, week, eat, wait, friend, restaurant, dinner, table, end, check, service, people, order, area, waste, central, old, new, street, offer, real, server, love, cool, yummy, awesome, big, location, bite, say, live, bacon, okay, bang, couple, average, ago, mexican, eye, stand, evening, rice, lack, patio, theme, find, guy, pasta, unique, barely, chicken, pack, need, near, folk, flavor, hawaiian, tiny, trouble, free, drive, parking, worth, travel, pizza, popular, hardly, minute, total, phoenix, punch, dry, noisy, masala, tikka

#672
gravy, biscuit, fellow, runny, bachelorette, friend, order, good, icy, crusted, look, come, pretty, nice, way, different, like, goggles, bad, can, menu, eat, staff, great, choose, serve, end, food, mean, probably, thing, meal, hot, think, go, taste, sauce, home, price, fried, breakfast, love, egg, cheese, kind, fry, sure, service, hope, house, new, instead, whip, arrive, bacon, want, make, creamy, special, turn, point, flaky, quickly, fun, tell, girl, lack, later, crisp, french, sausage, green, party, dish, check, take, disappointing, use, despite, better, plate, portion, quality, rave, white, sweet, know, benedict, brunch, work, selection, option, evening, guess, toast, slow, tasting, ask, corn, classic

#673
surprisingly, form, expect, selling, good, get, friend, finally, ask, pretty, bad, way, need, like, table, order, say, people, busy, drink, actually, walk, can, place, go, open, pay, feel, look, sweet, service, experience, lot, let, visit, include, food, choose, seat, fresh, sit, wait, take, bar, recommend, tell, meal, different, use, arrive, medium, restaurant, age, cook, eat, manager, better, later, server, base, party, selection, section, hand, waitress, daily, fun, night, saturday, burger, beer, list, favorite, dessert, send, minute, hostess, cool, water, spot, veggie, think, pleasant, micro, salad, ready, par, okay, rest, properly, slow, add, bun, strip, bottle, spectacular, grill, claim, fry, disappointed

#674
treat, complete, jerk, customer, rudely, time, go, try, stop, nice, location, old, town, bar, manager, regular, lack, thursday, grill, pork, bartender, mi, dish, lunch, flavorful, pho, bahn, broth, fatouche, teardown, taramisu, cescon, teaspresso, aand, setiing, whaaaaa, shet, definalty, yesteday, outkast, pocketsizedelle, orrechiette, bef, arounds, markes, phô, nevarez, definataly, recluse, tgifriday, kilauea, payton, brandie, ramma, pickier, toyama, artiste, coif, jageer, asymmetry, dippa, aquired, clobber, totter, bouse, tonopah, quartzsite, ayyam, chalant, eq, haydee, cuttwood, aquatinis, danmar, swgas, rly, merengue, jouce, colposcopy, pannini, narai, trival, depthness, loveeeeeee, clubber, kalologie, kamikazi, optimize, staffers, schrewd, laing, dissappered, soufflet, interrior, correlation, herbally, corodisone, bates, mumus, rollatini

#675
compliment, annoying, attack, nom, marrow, bit, thing, teaspoon, willingly, sure, stop, try, place, good, bone, far, come, review, finish, like, ask, love, person, sweet, friendly, look, pretty, enjoy, perfect, eat, say, fact, wait, sauce, food, extra, corn, week, menu, salt, dry, kind, style, fit, second, restaurant, want, friend, go, staff, read, satisfied, salad, basically, use, taste, light, item, gourmet, give, take, chef, bring, break, way, dish, heart, hard, decide, clerk, vega, downtown, tone, option, buffet, end, sushi, fresh, nonsense, bad, order, sandwich, meet, job, shrimp, selection, know, instead, clothes, cleaning, tasting, portion, yummy, mexican, chicken, share, feel, tight, sprinkle, strong

#676
machine, fluffy, like, work, carbs, place, busy, lot, need, see, frat, decent, pretty, good, little, right, want, know, feel, people, friendly, time, probably, huge, get, price, perfect, great, oh, ton, eat, service, awesome, gym, friend, love, wall, complain, fried, slightly, face, prepared, crowd, potato, attentive, chicken, totally, swear, crispy, breakfast, reason, food, goodness, guy, order, o, country, overwhelming, frequently, perfectly, gravy, personally, haha, experience, funky, town, consistently, husband, carlos, prepare, pancake, accommodating, annoy, fun, steak, lunch, edge, treat, bagel, hole, season, joint, frustrating, stock, item, incorrectly, popular, staff, absolutely, delicious, lieberman, salsitas, nicolette, fatouche, pocketsizedelle, teaspresso, whaaaaa, pinochle, setiing, prailine
